front_id,back_id,labels
80259134,80025945,0
80028018,80028026,1
50002198,50002217,0
10,78,1
969466,971960,1
101,196,1
20005755,20005456,1
80259112,80259141,1
80025963,80259124,1
1341784,1341579,0
1014809,970190,0
1198889,1197279,1
80028032,80028082,1
20005482,20005476,0
80280149,80028017,0
20005483,20005651,0
80025914,80025916,1
1198956,1198784,0
80026005,80026034,1
80259129,80025917,0
232,248,1
80280129,80280118,0
22,190,0
80280104,80028086,0
80025929,80259139,1
20005778,20005416,1
20005778,20005416,1
20005783,20005760,1
80028008,80028031,1
80002597,80025934,0
1095398,1197240,1
80025903,80025915,1
151,72,0
1198459,1198373,0
1245858,1341038,1
1245858,1341038,1
74,197,1
80025924,80259145,1
1074754,1198309,1
1198506,1198678,0
22,220,0
1200809,1095567,0
80026096,80026014,0
80259156,80025977,0
60016912,60016917,1
80002597,80025964,0
20005534,20005375,0
50000753,50257283,1
935668,935783,1
20005498,20005375,1
716793,716768,0
80025989,80259166,1
1198664,1198234,1
1015410,1013209,0
22,250,0
80025912,80025977,1
80025931,80259161,1
1198866,1198952,0
969169,905521,0
20005537,20005488,1
20005688,20005657,1
156,190,0
20005709,20005655,0
80259172,80025984,0
60016933,60016919,0
80028012,80028099,1
972174,971978,1
20005400,20005375,1
20005400,20005375,1
20005442,20005431,0
80280125,80028077,0
20005683,20005663,1
20005832,20005834,0
80025919,80025993,1
20005679,20005660,0
935745,935979,1
20005662,20005725,1
80028042,80028099,1
80002598,80025937,0
80280131,80028072,0
969294,972121,1
218,199,0
20005376,20005471,0
80028035,80028059,1
785884,785447,0
1015874,1014111,0
111,27,0
80002597,80025993,1
80259158,80259152,0
80280146,80280128,0
1341766,1341289,1
80002603,80026025,0
935856,935626,0
80028069,80028047,0
552957,552386,0
80259172,80025916,0
80026004,80026002,0
20005499,20005650,0
728894,785514,1
80259013,80025905,0
80025932,80259116,1
80259167,80025992,0
80025909,80259132,1
80026022,80026067,1
20005386,20005379,0
39,230,0
20005387,20005554,0
80259178,80025911,0
20005453,20005416,0
20005453,20005416,0
50,149,0
80028004,80280131,1
11,116,1
80259136,80259163,1
80025962,80259116,1
80280148,80028022,0
80002608,80026009,0
969205,971998,1
15,235,1
80025939,80259132,1
60,161,0
80028075,80028072,0
178,124,0
935878,935762,0
935878,935762,0
935878,935762,0
60016940,60016917,0
80259178,80025941,0
905634,971983,1
1341313,1245854,1
20005521,20005652,0
552907,552561,0
971947,969453,1
80025954,80025915,0
80259189,80025994,0
60016950,60016929,0
20005807,20005809,1
117,216,0
20005757,20005444,0
20005757,20005444,0
80025969,80259132,1
20005777,20005408,1
80259015,80259179,1
111,251,0
785571,785680,1
20005534,20005650,1
20005534,20005650,1
1076481,1197276,1
969206,969085,0
60016956,60016924,0
20005521,20005554,0
20005796,20005808,1
117,246,0
80280148,80028082,0
75,235,1
20005532,20005473,0
935709,935671,0
20005527,20005549,0
80028092,80028022,0
80259016,80259151,0
80028057,80028086,1
218,139,1
80259134,80259114,0
20005656,20005693,0
969506,969212,1
935738,935776,1
195,232,0
50002226,50002207,1
1198863,1198777,0
139,248,0
1198515,1198863,1
20005656,20005723,0
1245374,1341165,1
31,169,0
72,98,1
80028092,80028082,0
80025981,80025907,0
935805,935843,1
80259108,80025901,0
20005774,20005779,1
150,139,1
80000260,80026016,0
935934,935664,1
80025903,80259154,1
80259103,80025977,0
553006,552538,0
60016950,60001692,0
60005726,60005722,0
80025931,80002596,1
31,199,0
20005523,20005379,1
80280113,80028095,0
740258,716674,1
740258,716674,1
80025981,80025937,0
80259165,80025956,0
80026028,80026099,1
178,93,1
80025931,80259108,1
80028049,80280118,1
1095547,1095575,0
1095594,1009395,1
552939,552537,0
20005656,20005655,0
104,231,0
1198515,1198687,0
1198222,1198742,0
80025932,80025987,1
80259158,80259166,1
1095463,1095491,1
50002218,50002211,0
935865,935673,0
76,166,1
60016926,60016921,0
80025981,80025967,0
20324637,20005761,0
93,208,0
80025998,80025985,0
60006361,60006369,1
80028052,80028007,0
969487,972035,0
80025962,80025987,1
20005662,20005672,1
80025981,80259171,1
1198875,1198699,0
50002629,50002673,0
80028042,80028046,1
972115,971994,0
20005513,20005389,0
50002645,50002254,0
80259181,80025993,0
20005457,20005405,0
20005457,20005405,0
1014447,1015770,1
58,27,0
20005717,20005729,1
80026069,80259176,1
740194,740171,0
80028052,80028037,0
80280001,80028059,0
60016951,60001695,0
969388,972053,1
935754,935988,1
1198963,1198271,0
20005755,20005438,0
20005534,20005463,1
8,166,1
935881,935582,0
20005699,20005722,0
1198487,1197248,1
80025911,80259125,1
80025971,80259176,1
60016954,60016918,0
20005468,20005488,0
935936,935820,1
1198905,1009327,1
80259101,80259116,1
785689,785356,0
110,69,1
80259167,80259161,0
60003047,60003044,0
80025952,80025945,0
38,166,1
1197202,1198253,0
80025966,80259182,1
110,54,0
548741,548721,0
1341155,1341217,0
20005525,20005543,0
80002603,80026081,1
1197212,1198265,0
1015437,1014555,0
552803,552501,0
20005468,20005652,0
935704,935820,1
80280135,80028059,0
969503,971974,0
969452,972048,0
80280151,80028036,0
80259108,80259132,1
80025968,80002594,0
80259136,80025994,0
1198547,1198633,0
20005756,20005411,0
20005756,20005411,0
969333,969125,0
785478,785628,1
20005441,20005406,1
20005446,20005750,1
785730,785598,0
20005766,20005423,0
20005766,20005423,0
20005459,20005423,1
20005459,20005423,1
80259188,80259122,0
972178,905521,0
972178,905521,0
20005821,20005812,1
80280151,80028066,0
609590,609353,0
20005436,20005412,1
80028029,80028079,1
132,190,0
1198682,1198772,0
50001961,50002661,1
80028004,80028022,1
75,165,0
24,239,0
20005474,20005549,0
1246508,1341065,1
20005392,20005490,1
80025955,80259157,1
86,218,0
20005468,20005485,1
132,220,0
80025931,80025979,1
24,141,0
1197230,1198810,0
936011,935893,0
80028085,80028054,0
20005498,20005485,1
20005709,20005705,1
20005709,20005705,1
205,252,0
132,250,0
785942,785682,0
785752,785630,0
1198264,1200854,1
972116,969289,1
972116,969289,1
972116,969289,1
60005889,60005886,0
20005528,20005485,1
80025928,80259158,1
16,86,1
80002599,80025915,0
20005400,20005485,1
218,220,1
80280111,80028021,0
80280129,80280131,1
1198389,1198647,1
80259112,80025956,0
40,44,0
80259178,80002594,0
122,108,1
50002062,50002638,1
969424,969079,1
50001919,50003269,1
20005497,20005394,1
80028069,80280128,1
60024110,60002412,0
152,108,1
80259158,80025988,0
20005531,20325061,1
55,175,1
785553,785416,0
80280117,80028046,0
103,228,0
187,102,1
935637,935751,1
80025981,80259118,1
20005444,20005412,0
80280128,80028099,0
80002805,80028095,1
1198641,1198817,1
936033,935955,0
110,232,1
80026048,80026042,0
11,226,1
596805,596614,0
552385,552441,1
80026069,80025973,0
1198905,1198213,0
80002597,80259179,1
6,98,0
80028069,80028072,1
175,115,0
20005417,20005764,1
1015456,1013694,0
596681,596872,1
20005517,20005474,0
1197278,1198367,0
80026001,80026023,1
20005687,20005666,0
80280104,80280154,1
80028023,80028077,1
969208,969134,0
80002808,80280128,1
6,128,0
785360,785728,1
20005774,20005405,1
60016957,60016932,0
60005753,60005752,0
20005543,20005472,1
80259115,80259119,1
58,176,1
80025908,80259124,1
20005518,20005545,0
80259016,80025957,0
80028018,80028083,1
20005533,20005481,0
101,253,1
80280144,80028038,0
80280145,80028079,0
20005529,20325068,1
80259129,80025996,0
177,248,1
20005405,20005408,0
88,176,1
20005701,20005657,1
20005657,20005701,0
60001696,60001694,0
60006102,60006108,1
80026005,80026091,1
80259181,80259124,0
20005754,20005763,0
1340872,1341575,1
80025968,80259151,1
684064,612944,0
969434,972078,1
79,248,1
1245790,1341742,1
1245790,1341742,1
1245790,1341742,1
1245790,1341742,1
1245790,1341742,1
785760,785796,1
22,165,0
80280104,80028061,0
80028008,80028088,1
80026096,80026093,0
1198331,1198245,0
20005753,20005416,1
20005758,20005760,1
80259156,80025922,0
80028032,80028024,0
972014,969175,1
972014,969175,1
972014,969175,1
20005545,20005652,1
50002057,50002666,1
1246842,1341367,0
74,254,1
80025998,80259151,1
80028026,80028078,1
79,220,0
80025983,80025956,0
80028094,80028003,0
60016928,60016910,0
80259018,80259132,0
80028088,80028038,0
80028089,80028079,0
141,199,0
20005781,20005427,0
20005482,20005488,1
1198781,1198691,1
80025976,80259166,1
1245667,1341685,1
785755,785480,0
20005558,20005483,1
80026051,80260101,1
104,254,1
152,252,0
79,250,0
20005514,20005376,1
553003,552535,0
80280103,80280012,1
50002425,50000768,0
20005688,20005714,1
214,231,0
20005512,20005488,1
20005512,20005488,1
80026096,80026025,0
20005704,20005658,1
1014813,1015695,1
80259102,80259152,1
80025928,80259105,1
80025981,80025989,1
20005681,20005674,1
80026056,80026018,0
785942,785854,0
709586,740526,1
1014087,1013208,0
969165,969139,1
1200863,1198273,0
11,39,1
20005676,20005680,1
60006316,60063110,1
80026036,80026046,1
80026096,80026097,1
80000259,80259152,0
80259152,80259132,0
972125,969298,1
80025925,80259157,1
80025999,80259106,1
20005711,20005674,1
20005515,20325061,0
60005898,60005895,0
80026048,80026056,1
80259167,80025937,0
969309,971916,0
785671,785834,1
43,112,1
80259158,80259127,0
39,175,0
80000259,80259182,0
20005454,20005402,0
1341941,1341499,0
971949,972051,1
122,55,0
80028013,80280116,1
20005718,20005690,1
50,94,0
50,228,0
80280157,80280156,0
80259167,80025967,0
80002608,80002602,0
785701,785834,1
785885,785761,0
39,205,0
716739,716754,1
110,179,1
80025943,80025941,0
80280103,80028067,0
20005684,20005675,1
80025939,80259189,1
80028065,80028041,0
60016951,60016915,0
935933,935817,1
80028096,80280127,1
1014976,882800,1
122,115,0
1198554,1198210,0
1198693,1197210,1
60016951,60016945,0
935701,935817,1
80002592,80259132,1
80259129,80259105,0
1341193,1341968,1
1341193,1341968,1
1341193,1341968,1
1341968,1341193,0
1197220,1198705,0
1245702,1341708,1
80280158,80028039,0
785748,785624,0
50001971,50001953,0
80026079,80026023,0
1198914,1198222,0
1198717,1198893,1
80259185,80259119,0
80259138,80025945,0
80026058,80026073,1
16,148,0
50002202,50002217,0
552179,552287,0
80028081,80028078,0
101,200,1
969221,972133,1
80259112,80259145,1
596881,596690,0
969205,969156,1
20005771,20005404,1
1245741,1341447,1
20005368,20005647,0
60001694,60016919,1
80028032,80028086,1
80028087,80028073,0
970139,1015225,1
88,5,0
936007,935813,0
16,178,0
20005552,20005481,1
80026005,80026038,1
50002238,50000768,0
80025966,80025916,0
20005380,20005374,1
785867,785554,0
969413,969190,0
79,195,1
20005713,20005723,0
20005783,20005764,1
88,169,0
16,208,0
80259103,80025922,0
20005435,20005431,1
20005512,20005651,1
972165,969291,1
150,148,0
785564,729038,0
596744,596553,0
80280001,80028072,0
88,199,0
20005538,20005375,0
50002237,50002399,1
80026005,80002602,1
80259104,80025993,0
20005498,20005379,1
741422,709953,0
150,44,0
665908,785821,1
99,118,0
99,252,0
80025931,80259165,1
80025972,80259166,1
20005836,20005804,0
740251,740239,0
20324637,20005444,0
50001932,50002675,1
20005713,20005655,0
161,231,0
935717,936029,1
20005671,20005657,1
1072783,1072788,1
1072783,1072788,1
80028088,80028098,1
150,208,0
20005446,20005431,0
80259146,80259145,0
20005683,20005667,1
20005834,20005836,1
60016943,60016914,0
20005662,20005729,1
20005796,20005827,0
80280135,80028072,0
1014447,1014888,1
903822,972114,0
1198478,1197243,1
60005771,60005779,1
935911,935871,1
80028057,80280012,1
60006114,60006118,1
215,166,1
1014822,1015704,1
80025904,80259166,1
1341899,1341388,0
80002597,80025997,1
66,43,1
785465,785905,1
43,200,0
1198422,1198250,1
80026065,80026027,0
50002065,50002399,1
60006128,60006126,0
20005673,20005708,0
1014096,1013217,0
80259167,80259106,0
80028087,80280012,1
935679,935871,1
60016949,60016939,0
1198598,1198340,0
80026022,80026071,1
116,98,0
43,230,0
80259178,80259159,0
80025911,80259182,1
110,133,0
969099,972017,0
224,228,1
728706,785817,1
80025927,80259126,1
80259177,80025987,0
1198881,1198967,0
50002084,50002425,1
101,13,1
167,54,0
116,128,0
60001693,60016911,1
80028008,80028064,1
31,183,1
80280147,80028098,0
20005525,20005652,0
1341342,1246391,0
1341342,1246391,0
1341342,1246391,0
66,177,1
80025942,80025938,0
20005765,20005402,1
20005765,20005402,1
50002157,50002122,1
50000763,50000768,1
80025958,80025915,0
121,216,0
716733,716723,0
50002276,50000769,0
80028052,80280152,1
80259183,80259143,0
80259136,80025969,0
969501,972121,1
80025968,80025969,1
20005531,20005647,0
969175,972136,1
1074799,1198235,0
20005700,20005670,0
1013215,1014534,1
20005535,20005475,1
785816,785865,1
20005762,20005777,0
121,246,0
80026026,80026023,0
935655,935769,1
20005536,20005473,0
80028004,80028079,1
20005531,20005549,0
80028096,80028022,0
50002238,50002437,1
552809,552507,0
76,53,0
935710,935826,1
50002263,50002425,0
80026082,80026037,0
80002805,80002809,1
80259018,80025938,0
129,71,1
552989,552577,0
197,205,1
14,104,0
20005755,20005757,1
20005700,20005730,0
80280108,80280116,1
80026031,80026007,0
80028027,80028039,1
80026082,80026067,0
50002226,50002211,1
50002231,50000770,0
20005531,20005490,1
20005723,20005660,1
80026077,80026009,0
76,36,1
80280101,80028088,0
60002397,60002396,0
80026021,80026087,1
80028096,80028082,0
1198358,1197218,0
50002036,50002437,1
80280115,80280132,1
215,239,0
1341398,1341116,0
935724,935918,0
935724,935918,0
935724,935918,0
935724,935918,0
935724,935918,0
935725,935959,0
80025967,80259143,1
1200793,1198465,0
80025903,80259158,1
1340999,1341752,1
20005757,20005779,1
1198519,1198261,0
129,205,1
935971,935891,0
80280112,80028037,0
80259169,80025956,0
80028014,80280128,1
20005440,20005444,0
20005440,20005444,0
108,231,0
904619,969156,0
904619,969156,0
80000260,80026029,0
80259175,80025951,0
80000259,80025988,0
1198879,1198273,0
80002597,80259102,1
1198328,1198586,1
149,175,0
936039,935999,0
80028044,80280128,1
1014851,1015292,1
41,224,0
55,232,1
80028007,80028056,1
969310,969267,0
160,228,0
38,36,1
80028008,80002802,1
740482,709565,0
80280134,80028039,0
80028086,80028077,0
149,205,0
20005529,20005497,1
785785,785428,0
969497,972164,0
80025997,80025957,0
80026048,80026017,0
60016942,60016911,0
80002808,80028003,0
785485,785538,1
29,108,1
80028014,80028072,1
972129,969215,0
60016955,60001695,0
176,235,0
20005400,20005369,0
716782,716777,0
1013694,1014574,1
63,98,0
232,115,0
80025975,80259114,1
935961,935881,1
785596,785904,1
80028044,80028072,1
20005523,20005548,0
1198431,1198259,1
80259103,80259166,1
80025929,80259119,1
1198551,1198207,0
1198598,1198774,0
20005754,20005416,0
20005452,20005411,1
80259115,80259176,1
80002603,80026085,1
80259129,80025941,0
20005698,20005694,0
74,181,0
176,167,0
969333,972161,0
80025972,80002594,0
785791,785751,0
969428,969338,1
20005411,20005760,1
1198619,1198705,0
50002391,50002650,1
86,187,1
935835,935757,0
1197241,1095463,0
20005501,20005653,1
80025968,80025935,0
80025913,80259151,1
740180,740236,1
20005459,20005427,1
24,248,1
197,98,0
20005524,20005649,0
552858,552591,0
50001924,50002625,1
1013674,1014995,1
2,250,0
80025912,80025957,1
20005812,20005804,0
969337,969155,0
969337,969155,0
969337,969155,0
972013,971983,0
20005483,20005473,0
20005531,20005653,1
80025943,80259151,1
79,165,0
20005822,20005816,0
20005478,20005549,0
785936,785640,0
80025978,80025977,0
80280105,80028077,0
80026004,80026081,1
20005812,20005834,0
129,18,1
183,254,1
80025972,80025984,1
20005530,20005546,0
935778,935664,0
80026034,80026081,1
80000280,80028098,0
969429,969293,1
60,39,1
80026024,80026009,0
80002597,80025973,1
209,252,0
80025914,80259106,1
80026087,80026092,1
50002482,50000768,0
1198377,1198291,1
29,78,0
1012882,1014969,0
20005553,20005546,1
50002210,50002223,0
969156,969292,1
80025928,80259162,1
969494,969287,1
20,209,1
80028062,80280116,1
1015294,1013972,0
60006284,60006289,1
80025904,80025984,1
50002120,50002647,1
80025985,80025945,0
80025997,80259117,1
969164,971977,1
935929,935621,1
122,112,1
80025958,80259162,1
80025999,80259163,1
1341347,1341069,1
80026071,80026097,1
80000259,80259127,0
20005557,20005374,0
50002057,50000763,1
935734,935968,0
80025951,80259122,1
80028092,80280116,1
552835,552460,0
51,214,0
1198474,1200802,1
80028069,80280132,1
935699,935623,0
969345,972173,1
1198737,1197240,1
76,117,1
80259168,80025953,0
80025975,80025985,1
18,112,1
78,163,1
152,112,1
80259112,80025969,0
80259015,80259159,1
80025927,80025944,1
55,179,1
80280121,80028046,0
80025981,80259122,1
80280157,80280131,0
20005398,20005393,0
80028008,80280014,1
935953,935991,1
50002632,50002640,0
20005670,20005705,0
20005809,20005831,0
20005831,20005809,1
80002805,80028099,1
80028018,80280143,1
935709,935981,1
10,5,1
60016956,60016948,0
60016935,60016913,0
80280014,80028038,0
80259185,80259162,0
86,0,1
972071,969291,0
80259015,80025973,0
60016925,60016945,1
20005393,20005371,0
1015254,935583,0
1015254,935583,0
80028069,80028076,1
179,115,0
216,231,1
50002386,50000769,0
1197267,1198693,0
20005691,20005666,0
80028065,80028046,0
80026069,80259117,0
16,93,0
20005532,20005393,0
80002808,80280132,1
60005757,60005752,0
785902,785814,0
246,231,1
20005543,20005476,1
80002603,80026032,1
1198458,1198200,0
80026056,80026084,1
20005697,20005661,0
80026021,80026063,1
73,148,0
20005538,20005522,0
10,139,1
80026033,80026073,1
972072,969130,0
80280149,80028079,0
969164,969212,1
11,199,0
50002236,50002659,1
1197216,1198699,0
80259144,80025915,0
20005471,20005649,0
1198521,1198607,1
22,252,0
80025914,80025977,1
80026005,80026095,1
40,139,1
1245737,1341735,1
785703,785436,0
684068,612944,0
50002110,50002146,1
20005530,20005375,1
20005530,20005375,1
552929,552415,0
785778,785817,1
785524,785437,0
20005758,20005764,1
73,208,0
80025944,80025977,1
1198795,1198967,1
22,20,0
1198533,1198967,1
969338,971970,1
80280114,80028056,0
80028003,80028098,1
99,197,0
80028093,80028079,0
20005441,20005422,0
226,248,1
80025974,80025977,1
22,50,0
80259161,80025993,0
1245742,1341274,1
1198384,1198470,1
80025951,80025993,1
20005525,20005539,1
38,27,0
552941,552539,0
156,252,0
60006395,60006393,0
80028033,80028098,1
80028074,80028099,1
785748,785924,1
60016931,60001695,0
969406,969229,1
969406,969229,1
20005518,20005499,1
20005785,20005457,0
80025998,80025905,0
50002638,50002399,1
20005495,20005488,1
20005495,20005488,1
80025981,80025993,1
20005679,20005722,0
60016935,60016938,1
20005381,20005386,1
1198396,1198830,1
1198537,1198451,0
20,156,1
20005683,20005724,1
33,133,0
80002597,80025958,0
151,224,0
1198811,1198291,1
80028063,80028098,1
969302,969438,0
80028058,80028056,0
609547,609310,0
1013940,1015703,1
20005711,20005678,1
20005678,20005730,1
80026096,80026038,0
50002197,50002225,1
1198347,1198691,0
552787,552384,0
50,156,1
80028032,80280012,1
80280115,80028059,0
43,116,1
80259115,80025953,0
43,175,0
50002230,50002285,0
972119,969083,1
110,78,0
20005730,20005708,0
38,251,0
552890,552441,0
60006469,60064618,1
20005418,20005402,1
80259168,80259122,0
80025929,80025937,1
50002246,50002652,1
20005756,20005435,0
1012819,1013054,0
80025999,80025908,0
110,183,1
80259175,80259179,1
80028029,80028059,1
969354,972182,1
935708,935632,0
1198830,1198224,0
1198537,1198279,0
20005448,20005402,1
20005448,20005402,1
80028069,80028041,0
50002084,50002482,1
60016955,60016915,0
20005762,20005430,0
20005450,20005448,1
1198635,1198549,1
80025913,80025969,1
1197203,1198774,0
80025999,80025938,0
111,179,0
60,253,0
552984,552404,0
1198595,1198771,0
178,216,0
20005480,20005475,1
80025931,80025959,1
50002021,50002059,0
20005691,20005695,1
60016955,60016945,0
122,232,0
20005460,20005762,1
1198616,1198964,0
786503,1072785,1
786503,1072785,1
786503,1072785,1
786503,1072785,1
552954,553020,1
1198616,1198702,0
80025933,80259132,1
740217,740200,0
178,246,0
20005510,20005475,1
60002366,60023611,1
80026083,80026023,0
74,71,1
80028085,80028078,0
50002206,50002217,0
20005522,20005485,1
80025928,80259138,1
80002599,80259152,1
53,133,1
740239,740172,0
80025963,80259132,1
129,128,1
60016923,60001694,0
1341495,1341617,0
20005491,20005651,0
80026077,80002602,0
71,104,0
785498,785589,1
20319536,20005375,1
60023915,60002394,0
60006104,60006105,1
20005766,20005414,1
31,231,0
20005558,20005650,1
20005558,20005650,1
60,149,1
728898,785373,1
246,250,0
80025912,80259143,1
20,208,0
80259016,80259145,0
36,185,0
80028081,80280118,1
74,205,1
1200855,1198785,0
50002246,50003270,1
1012817,1015249,0
20005396,20005480,1
740255,740209,0
150,200,1
80259164,80025977,0
195,226,0
80259108,80025993,0
20005717,20005656,1
785498,785723,1
935854,935816,0
971974,969296,1
1014097,1014537,1
20005717,20005655,0
80028092,80028076,0
972149,969277,0
80028065,80280123,1
20324638,20005764,1
80002597,80259159,1
1197247,1198314,0
20,103,1
80259103,80025971,0
20005672,20005724,0
20005724,20005672,1
224,98,1
80026001,80026003,1
60016947,60016914,0
785414,785594,1
1012817,1013048,0
1197231,1198897,0
80280139,80028072,0
80280144,80280116,0
20005529,20005554,1
80028035,80028067,1
20005518,20005539,0
80259171,80025945,0
1198430,1197206,1
60016947,60016944,0
99,167,0
20005513,20005481,0
43,63,1
50002084,50002645,1
80028096,80002802,0
80280124,80028038,0
20005677,20005708,0
80028013,80002802,1
935706,935978,1
121,104,1
60016953,60016939,0
20005503,20005371,0
20005452,20005445,0
80028065,80028067,1
552853,552418,0
552853,552418,0
552853,552418,0
80026022,80026075,1
969452,971946,0
80259159,80259182,1
50002037,50002425,1
80259161,80259124,0
1197274,1198276,0
224,232,1
20005553,20325068,1
969170,972012,1
1198367,1198887,0
79,228,1
785745,785432,0
176,112,0
20005376,20005473,1
2,165,0
80025929,80259176,1
50001940,50257284,1
80028008,80028068,1
80026052,80026075,1
60001693,60016915,1
80280151,80028098,0
80025903,80025952,1
60016948,60016917,0
13,218,0
1198667,1197253,1
20005765,20005406,1
20005770,20005750,1
7,253,0
20005522,20005648,1
80025962,80025915,0
80028017,80028059,1
80028052,80280156,1
80028068,80028038,0
60016954,60016912,0
20005482,20005468,1
80025968,80025973,1
20005653,20005476,0
20005558,20005463,1
20005704,20005670,0
1198848,1200832,1
20005443,20324638,0
1200832,1198586,0
785869,785420,0
20005766,20005777,0
1198558,1198644,0
1198437,1198265,1
60016954,60016942,0
1198604,1198780,0
74,18,1
423454,423588,1
20005535,20005549,0
80259102,80259132,1
128,254,1
80026036,80026018,0
969340,972074,0
1198973,1198625,1
75,129,0
1198656,1198918,1
80000259,80259012,0
1246918,1341374,1
80026024,80002602,0
20005755,20005761,1
1198792,1198964,1
20005484,20005653,0
80026032,80026092,1
60005708,60005703,0
199,255,1
80259101,80025935,0
80280111,80028053,0
785554,785818,1
151,214,1
1097224,1200842,1
80026081,80026009,0
80000280,80028073,0
80026098,80026027,0
86,78,0
80026062,80026092,1
80002599,80025977,0
423441,423487,1
80028007,80280116,1
55,102,1
80259148,80259139,0
29,187,0
80259164,80259116,0
20005775,20005423,1
740404,709532,0
80026046,80002604,0
60016925,60016920,0
20005387,20005389,0
60001698,60016938,1
80026098,80026057,0
80025919,80259106,1
129,209,1
20005492,20005485,1
80280117,80028078,0
1073766,1073764,0
1073766,1073764,0
1073766,1073764,0
80028014,80280132,1
50001940,50003268,1
80025972,80259117,1
215,124,0
1198535,1198883,1
50002073,50000764,1
80002597,80259106,1
1198344,1198950,0
102,115,0
20005398,20005472,0
50002673,50000768,0
80028044,80280132,1
905634,969351,1
152,169,1
20005445,20005777,0
785511,785666,1
785666,785511,0
148,251,0
80259184,80025905,0
50002027,50000769,1
935863,935825,0
80025943,80025945,1
1245700,1341250,0
80025981,80259179,1
20005558,20005554,0
31,0,1
60006031,60006034,1
80259118,80025945,0
80259016,80025959,0
20005687,20005698,0
60016946,60016911,0
423565,423487,0
50002406,50002643,1
80028014,80028076,1
20005755,20005440,1
20005755,20005440,1
1198402,1198488,1
177,175,1
20005438,20005763,1
20005525,20325061,1
1198762,1198242,1
80028032,80028066,1
51,121,0
1014554,1015436,1
552903,552445,0
20005394,20005649,0
20005702,20005664,0
80028044,80028076,1
80259101,80259124,1
80026001,80026084,1
80259175,80259161,0
1015328,1015769,1
6,190,0
20005440,20005405,1
20005440,20005405,1
1198693,1198263,1
80280139,80028012,0
1198414,1198848,1
969434,972005,1
80025928,80025956,1
80028008,80028015,1
1198829,1198309,1
118,54,0
972123,969135,0
20005452,20005415,1
80280149,80028024,0
20005533,20005543,0
20005702,20005694,0
80028065,80002804,0
552862,552427,0
80026031,80026084,1
6,220,0
50001919,50002659,1
80026021,80260001,1
740168,740230,1
22,197,0
60001013,60001012,0
80025936,80259139,1
969179,972021,1
20005533,20325068,0
60006276,60006274,0
80025972,80025935,0
80259185,80025938,0
80280149,80028054,0
20005459,20005431,1
20005459,20005431,1
80280102,80280118,1
80028017,80028077,1
20005528,20005649,0
79,252,0
6,250,0
1014534,1015857,1
80025912,80025961,1
80025931,80259145,1
785524,785382,0
141,248,1
972192,972099,0
20005441,20005764,1
785863,785725,0
20005380,20005488,1
1198379,1198207,1
50002036,50002254,1
80259156,80025984,0
80280149,80028084,0
971998,969292,1
20005770,20005436,0
20005505,20005375,1
20005505,20005375,1
80280109,80028077,0
80025919,80025977,1
80280144,80002809,0
22,129,0
60016923,60016914,0
1074756,1198918,0
716727,716752,1
20005695,20005657,1
20005486,20005483,1
80025972,80025988,1
80280115,80028072,0
1198274,1198446,0
50002216,50002198,1
9,78,1
1197187,1198488,0
80028093,80028054,0
20005494,20005539,0
13,197,1
80026028,80026009,0
80002597,80025977,1
80026096,80026087,0
80259156,80025916,0
20005483,20005650,0
20005483,20005650,0
1198665,1198927,1
80028049,80028099,1
1198720,1198634,1
1340203,1341611,1
20005427,20005404,0
50002214,50002223,0
80025909,80259116,1
552946,552602,0
80259118,80259157,1
70000192,70000193,1
1013940,1014821,1
20005699,20005725,1
1341114,1341395,0
785488,785653,1
935913,935681,1
80025989,80025945,0
80028018,80280013,1
740257,740190,0
785504,785597,1
122,116,1
80025939,80259116,1
80259148,80259157,1
969431,969295,0
20005505,20005652,0
20005453,20005423,0
20005453,20005423,0
80259172,80025953,0
1245798,1340993,1
101,216,0
50002256,50000769,0
116,18,0
80259163,80259143,0
80259015,80259163,1
60023913,60023911,0
55,183,1
22,235,1
111,94,0
20005819,20005803,1
1198681,1198251,1
111,228,0
20005459,20005418,0
80025929,80025994,1
936031,935681,0
20005505,20005554,0
224,133,0
423526,423465,0
80028013,80028002,0
20005516,20005473,0
1198409,1198667,1
20005392,20005545,0
80025976,80259132,1
80028004,80028059,1
20005459,20005448,0
20005700,20005680,1
740284,740280,0
60016913,60016939,1
935762,935996,1
60016956,60016931,0
740191,740212,1
740191,740212,1
740191,740212,1
740191,740212,1
122,177,0
20005762,20005405,0
20005762,20005405,0
80259118,80259114,0
969340,969294,0
181,241,1
20005803,20005808,1
117,253,0
15,5,0
1014115,1014555,1
80259014,80025915,0
216,235,1
20005532,20005480,0
971925,969408,1
423574,423496,0
80259015,80259117,0
80259103,80259117,1
935915,935837,1
80026021,80026019,0
1200818,1198658,0
15,169,0
20005419,20005414,1
80025908,80259132,1
50000069,50000070,1
80026021,80026067,1
20005753,20005762,0
20005454,20005408,1
0,179,1
74,128,1
80026082,80002605,0
80280143,80028067,0
972166,972072,1
1340239,1341105,1
195,239,0
1198555,1198903,0
80026014,80026027,1
71,183,0
80280153,80028079,0
53,190,1
80025903,80259138,1
80000259,80002594,0
15,199,0
1341850,1341358,0
129,185,1
149,5,0
80259148,80025915,0
80259149,80025956,0
423467,423529,1
80025981,80025914,0
80026005,80026099,1
80025991,80259143,1
80025968,80259159,1
9,241,1
20005781,20005779,1
552578,552924,1
88,231,0
80026094,80026081,0
